Node,Str,file,rank
pos_532.32147_5.74,437.24621831665553,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,33
pos_228.14729_6.563,420.0822454942252,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,34
pos_151.04934_1.935,417.3456512733812,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,35
pos_265.12134_9.043,407.26096635499107,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,36
pos_560.28008_5.46,398.48279812721563,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,37
pos_264.14719_7.245,396.1995100003153,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,38
pos_211.11082_9.124,395.31173422901895,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,39
pos_2700.30462_7.32,384.81531663989193,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,40
pos_688.29097_12.986,381.0494938336229,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,41
pos_303.29244_15.711,376.6231614630464,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,42
pos_317.96238_1.347,374.52138093321383,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,43
pos_729.47412_6.396,368.02223309572395,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,44
pos_216.14734_4.603,364.2393793925459,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,45
pos_2150.09026_8.834,360.708430579834,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,46
pos_559.33229_4.472,357.5102359188448,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,47
pos_278.16283_8.993,353.0759874114606,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,48
pos_275.16724_12.569,349.1875443928257,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,49
pos_454.02951_9.9,345.5391628927616,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,50
pos_444.15265_11.267,343.003275316773,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,51
pos_493.83501_1.242,341.6235470561412,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,52
pos_331.13286_9.031,340.5958190540477,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,53
pos_343.20481_13.533,333.24705144618895,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,54
pos_230.09019_2,333.21402733805303,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,55
pos_868.46445_6.615,332.8230484650179,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,56
pos_993.52715_8.428,328.0596102877563,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,57
pos_278.16281_9.311,326.19052245460574,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,58
pos_354.07435_7.558,326.15647510602463,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,59
pos_188.11603_4.489,325.690932269755,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_3.RData,60
pos_244.22611_1.022,986.4796913494935,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_4.RData,1
pos_143.11832_1.314,978.9442489417795,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_4.RData,2
pos_286.23656_1.675,974.1105673709143,UNFILTERED_DICOVAR/output/final_mdl_dcv_scores_UNFILTERED_DICOVAR_iteration_4.RData,3
